Code département;Libellé département;Code commune;Libellé commune;Code BV;Inscrits;Votants;% Votants;Abstentions;% Abstentions;Exprimés;% Exprimés/inscrits;% Exprimés/votants;Blancs;% Blancs/inscrits;% Blancs/votants;Nuls;% Nuls/inscrits;% Nuls/votants;Numéro de panneau 1;Nuance candidat 1;Nom candidat 1;Prénom candidat 1;Sexe candidat 1;Voix 1;% Voix/inscrits 1;% Voix/exprimés 1;Elu 1;Numéro de panneau 2;Nuance candidat 2;Nom candidat 2;Prénom candidat 2;Sexe candidat 2;Voix 2;% Voix/inscrits 2;% Voix/exprimés 2;Elu 2;Numéro de panneau 3;Nuance candidat 3;Nom candidat 3;Prénom candidat 3;Sexe candidat 3;Voix 3;% Voix/inscrits 3;% Voix/exprimés 3;Elu 3;Numéro de panneau 4;Nuance candidat 4;Nom candidat 4;Prénom candidat 4;Sexe candidat 4;Voix 4;% Voix/inscrits 4;% Voix/exprimés 4;Elu 4;Numéro de panneau 5;Nuance candidat 5;Nom candidat 5;Prénom candidat 5;Sexe candidat 5;Voix 5;% Voix/inscrits 5;% Voix/exprimés 5;Elu 5;Numéro de panneau 6;Nuance candidat 6;Nom candidat 6;Prénom candidat 6;Sexe candidat 6;Voix 6;% Voix/inscrits 6;% Voix/exprimés 6;Elu 6;Numéro de panneau 7;Nuance candidat 7;Nom candidat 7;Prénom candidat 7;Sexe candidat 7;Voix 7;% Voix/inscrits 7;% Voix/exprimés 7;Elu 7;Numéro de panneau 8;Nuance candidat 8;Nom candidat 8;Prénom candidat 8;Sexe candidat 8;Voix 8;% Voix/inscrits 8;% Voix/exprimés 8;Elu 8;Numéro de panneau 9;Nuance candidat 9;Nom candidat 9;Prénom candidat 9;Sexe candidat 9;Voix 9;% Voix/inscrits 9;% Voix/exprimés 9;Elu 9;Numéro de panneau 10;Nuance candidat 10;Nom candidat 10;Prénom candidat 10;Sexe candidat 10;Voix 10;% Voix/inscrits 10;% Voix/exprimés 10;Elu 10;Numéro de panneau 11;Nuance candidat 11;Nom candidat 11;Prénom candidat 11;Sexe candidat 11;Voix 11;% Voix/inscrits 11;% Voix/exprimés 11;Elu 11;Numéro de panneau 12;Nuance candidat 12;Nom candidat 12;Prénom candidat 12;Sexe candidat 12;Voix 12;% Voix/inscrits 12;% Voix/exprimés 12;Elu 12;Numéro de panneau 13;Nuance candidat 13;Nom candidat 13;Prénom candidat 13;Sexe candidat 13;Voix 13;% Voix/inscrits 13;% Voix/exprimés 13;Elu 13;Numéro de panneau 14;Nuance candidat 14;Nom candidat 14;Prénom candidat 14;Sexe candidat 14;Voix 14;% Voix/inscrits 14;% Voix/exprimés 14;Elu 14;Numéro de panneau 15;Nuance candidat 15;Nom candidat 15;Prénom candidat 15;Sexe candidat 15;Voix 15;% Voix/inscrits 15;% Voix/exprimés 15;Elu 15;Numéro de panneau 16;Nuance candidat 16;Nom candidat 16;Prénom candidat 16;Sexe candidat 16;Voix 16;% Voix/inscrits 16;% Voix/exprimés 16;Elu 16;Numéro de panneau 17;Nuance candidat 17;Nom candidat 17;Prénom candidat 17;Sexe candidat 17;Voix 17;% Voix/inscrits 17;% Voix/exprimés 17;Elu 17;Numéro de panneau 18;Nuance candidat 18;Nom candidat 18;Prénom candidat 18;Sexe candidat 18;Voix 18;% Voix/inscrits 18;% Voix/exprimés 18;Elu 18;Numéro de panneau 19;Nuance candidat 19;Nom candidat 19;Prénom candidat 19;Sexe candidat 19;Voix 19;% Voix/inscrits 19;% Voix/exprimés 19;Elu 19
29;Finistère;29019;Brest;5;990;695;70,20%;295;29,80%;666;67,27%;95,83%;29;2,93%;4,17%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;5;0,51%;0,75%;;2;ENS;LE GAC;Didier;MASCULIN;216;21,82%;32,43%;;3;RN;DONVAL;Martine;FEMININ;169;17,07%;25,38%;;4;UG;SMOLARZ;Pierre;MASCULIN;227;22,93%;34,08%;;5;EXG;MULLER;Matthieu;MASCULIN;7;0,71%;1,05%;;6;REC;PERROT;Ronan;MASCULIN;10;1,01%;1,50%;;7;DSV;THOMAS;Marie-Louise;FEMININ;10;1,01%;1,50%;;8;REG;FAVE;Hélène;FEMININ;22;2,22%;3,30%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;6;848;515;60,73%;333;39,27%;493;58,14%;95,73%;22;2,59%;4,27%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;7;0,83%;1,42%;;2;ENS;LE GAC;Didier;MASCULIN;101;11,91%;20,49%;;3;RN;DONVAL;Martine;FEMININ;165;19,46%;33,47%;;4;UG;SMOLARZ;Pierre;MASCULIN;186;21,93%;37,73%;;5;EXG;MULLER;Matthieu;MASCULIN;10;1,18%;2,03%;;6;REC;PERROT;Ronan;MASCULIN;5;0,59%;1,01%;;7;DSV;THOMAS;Marie-Louise;FEMININ;3;0,35%;0,61%;;8;REG;FAVE;Hélène;FEMININ;16;1,89%;3,25%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;7;738;410;55,56%;328;44,44%;395;53,52%;96,34%;15;2,03%;3,66%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;0;0,00%;0,00%;;2;ENS;LE GAC;Didier;MASCULIN;84;11,38%;21,27%;;3;RN;DONVAL;Martine;FEMININ;124;16,80%;31,39%;;4;UG;SMOLARZ;Pierre;MASCULIN;156;21,14%;39,49%;;5;EXG;MULLER;Matthieu;MASCULIN;7;0,95%;1,77%;;6;REC;PERROT;Ronan;MASCULIN;5;0,68%;1,27%;;7;DSV;THOMAS;Marie-Louise;FEMININ;10;1,36%;2,53%;;8;REG;FAVE;Hélène;FEMININ;9;1,22%;2,28%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;8;867;568;65,51%;299;34,49%;549;63,32%;96,65%;19;2,19%;3,35%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;5;0,58%;0,91%;;2;ENS;LE GAC;Didier;MASCULIN;153;17,65%;27,87%;;3;RN;DONVAL;Martine;FEMININ;182;20,99%;33,15%;;4;UG;SMOLARZ;Pierre;MASCULIN;177;20,42%;32,24%;;5;EXG;MULLER;Matthieu;MASCULIN;7;0,81%;1,28%;;6;REC;PERROT;Ronan;MASCULIN;6;0,69%;1,09%;;7;DSV;THOMAS;Marie-Louise;FEMININ;4;0,46%;0,73%;;8;REG;FAVE;Hélène;FEMININ;15;1,73%;2,73%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;9;867;552;63,67%;315;36,33%;541;62,40%;98,01%;11;1,27%;1,99%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;2;0,23%;0,37%;;2;ENS;LE GAC;Didier;MASCULIN;134;15,46%;24,77%;;3;RN;DONVAL;Martine;FEMININ;170;19,61%;31,42%;;4;UG;SMOLARZ;Pierre;MASCULIN;199;22,95%;36,78%;;5;EXG;MULLER;Matthieu;MASCULIN;3;0,35%;0,55%;;6;REC;PERROT;Ronan;MASCULIN;3;0,35%;0,55%;;7;DSV;THOMAS;Marie-Louise;FEMININ;6;0,69%;1,11%;;8;REG;FAVE;Hélène;FEMININ;24;2,77%;4,44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;10;849;562;66,20%;287;33,80%;543;63,96%;96,62%;19;2,24%;3,38%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;6;0,71%;1,10%;;2;ENS;LE GAC;Didier;MASCULIN;136;16,02%;25,05%;;3;RN;DONVAL;Martine;FEMININ;146;17,20%;26,89%;;4;UG;SMOLARZ;Pierre;MASCULIN;208;24,50%;38,31%;;5;EXG;MULLER;Matthieu;MASCULIN;7;0,82%;1,29%;;6;REC;PERROT;Ronan;MASCULIN;4;0,47%;0,74%;;7;DSV;THOMAS;Marie-Louise;FEMININ;13;1,53%;2,39%;;8;REG;FAVE;Hélène;FEMININ;23;2,71%;4,24%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;11;999;629;62,96%;370;37,04%;612;61,26%;97,30%;17;1,70%;2,70%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;4;0,40%;0,65%;;2;ENS;LE GAC;Didier;MASCULIN;173;17,32%;28,27%;;3;RN;DONVAL;Martine;FEMININ;235;23,52%;38,40%;;4;UG;SMOLARZ;Pierre;MASCULIN;168;16,82%;27,45%;;5;EXG;MULLER;Matthieu;MASCULIN;3;0,30%;0,49%;;6;REC;PERROT;Ronan;MASCULIN;5;0,50%;0,82%;;7;DSV;THOMAS;Marie-Louise;FEMININ;11;1,10%;1,80%;;8;REG;FAVE;Hélène;FEMININ;13;1,30%;2,12%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;12;824;577;70,02%;247;29,98%;554;67,23%;96,01%;23;2,79%;3,99%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;5;0,61%;0,90%;;2;ENS;LE GAC;Didier;MASCULIN;167;20,27%;30,14%;;3;RN;DONVAL;Martine;FEMININ;132;16,02%;23,83%;;4;UG;SMOLARZ;Pierre;MASCULIN;214;25,97%;38,63%;;5;EXG;MULLER;Matthieu;MASCULIN;4;0,49%;0,72%;;6;REC;PERROT;Ronan;MASCULIN;7;0,85%;1,26%;;7;DSV;THOMAS;Marie-Louise;FEMININ;11;1,33%;1,99%;;8;REG;FAVE;Hélène;FEMININ;14;1,70%;2,53%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;13;840;484;57,62%;356;42,38%;465;55,36%;96,07%;19;2,26%;3,93%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;2;0,24%;0,43%;;2;ENS;LE GAC;Didier;MASCULIN;102;12,14%;21,94%;;3;RN;DONVAL;Martine;FEMININ;149;17,74%;32,04%;;4;UG;SMOLARZ;Pierre;MASCULIN;173;20,60%;37,20%;;5;EXG;MULLER;Matthieu;MASCULIN;12;1,43%;2,58%;;6;REC;PERROT;Ronan;MASCULIN;8;0,95%;1,72%;;7;DSV;THOMAS;Marie-Louise;FEMININ;10;1,19%;2,15%;;8;REG;FAVE;Hélène;FEMININ;9;1,07%;1,94%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;14;799;579;72,47%;220;27,53%;561;70,21%;96,89%;18;2,25%;3,11%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;4;0,50%;0,71%;;2;ENS;LE GAC;Didier;MASCULIN;162;20,28%;28,88%;;3;RN;DONVAL;Martine;FEMININ;153;19,15%;27,27%;;4;UG;SMOLARZ;Pierre;MASCULIN;208;26,03%;37,08%;;5;EXG;MULLER;Matthieu;MASCULIN;5;0,63%;0,89%;;6;REC;PERROT;Ronan;MASCULIN;1;0,13%;0,18%;;7;DSV;THOMAS;Marie-Louise;FEMININ;9;1,13%;1,60%;;8;REG;FAVE;Hélène;FEMININ;19;2,38%;3,39%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;15;870;617;70,92%;253;29,08%;594;68,28%;96,27%;23;2,64%;3,73%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;4;0,46%;0,67%;;2;ENS;LE GAC;Didier;MASCULIN;169;19,43%;28,45%;;3;RN;DONVAL;Martine;FEMININ;120;13,79%;20,20%;;4;UG;SMOLARZ;Pierre;MASCULIN;262;30,11%;44,11%;;5;EXG;MULLER;Matthieu;MASCULIN;8;0,92%;1,35%;;6;REC;PERROT;Ronan;MASCULIN;4;0,46%;0,67%;;7;DSV;THOMAS;Marie-Louise;FEMININ;13;1,49%;2,19%;;8;REG;FAVE;Hélène;FEMININ;14;1,61%;2,36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;16;727;489;67,26%;238;32,74%;480;66,02%;98,16%;9;1,24%;1,84%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;2;0,28%;0,42%;;2;ENS;LE GAC;Didier;MASCULIN;146;20,08%;30,42%;;3;RN;DONVAL;Martine;FEMININ;118;16,23%;24,58%;;4;UG;SMOLARZ;Pierre;MASCULIN;172;23,66%;35,83%;;5;EXG;MULLER;Matthieu;MASCULIN;6;0,83%;1,25%;;6;REC;PERROT;Ronan;MASCULIN;9;1,24%;1,88%;;7;DSV;THOMAS;Marie-Louise;FEMININ;6;0,83%;1,25%;;8;REG;FAVE;Hélène;FEMININ;21;2,89%;4,38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;17;799;540;67,58%;259;32,42%;519;64,96%;96,11%;21;2,63%;3,89%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;2;0,25%;0,39%;;2;ENS;LE GAC;Didier;MASCULIN;159;19,90%;30,64%;;3;RN;DONVAL;Martine;FEMININ;116;14,52%;22,35%;;4;UG;SMOLARZ;Pierre;MASCULIN;192;24,03%;36,99%;;5;EXG;MULLER;Matthieu;MASCULIN;8;1,00%;1,54%;;6;REC;PERROT;Ronan;MASCULIN;7;0,88%;1,35%;;7;DSV;THOMAS;Marie-Louise;FEMININ;12;1,50%;2,31%;;8;REG;FAVE;Hélène;FEMININ;23;2,88%;4,43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;18;704;422;59,94%;282;40,06%;406;57,67%;96,21%;16;2,27%;3,79%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;2;0,28%;0,49%;;2;ENS;LE GAC;Didier;MASCULIN;98;13,92%;24,14%;;3;RN;DONVAL;Martine;FEMININ;109;15,48%;26,85%;;4;UG;SMOLARZ;Pierre;MASCULIN;167;23,72%;41,13%;;5;EXG;MULLER;Matthieu;MASCULIN;7;0,99%;1,72%;;6;REC;PERROT;Ronan;MASCULIN;9;1,28%;2,22%;;7;DSV;THOMAS;Marie-Louise;FEMININ;6;0,85%;1,48%;;8;REG;FAVE;Hélène;FEMININ;8;1,14%;1,97%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;19;923;607;65,76%;316;34,24%;584;63,27%;96,21%;23;2,49%;3,79%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;4;0,43%;0,68%;;2;ENS;LE GAC;Didier;MASCULIN;144;15,60%;24,66%;;3;RN;DONVAL;Martine;FEMININ;128;13,87%;21,92%;;4;UG;SMOLARZ;Pierre;MASCULIN;261;28,28%;44,69%;;5;EXG;MULLER;Matthieu;MASCULIN;5;0,54%;0,86%;;6;REC;PERROT;Ronan;MASCULIN;12;1,30%;2,05%;;7;DSV;THOMAS;Marie-Louise;FEMININ;6;0,65%;1,03%;;8;REG;FAVE;Hélène;FEMININ;24;2,60%;4,11%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;20;777;527;67,82%;250;32,18%;507;65,25%;96,20%;20;2,57%;3,80%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;1;0,13%;0,20%;;2;ENS;LE GAC;Didier;MASCULIN;117;15,06%;23,08%;;3;RN;DONVAL;Martine;FEMININ;111;14,29%;21,89%;;4;UG;SMOLARZ;Pierre;MASCULIN;258;33,20%;50,89%;;5;EXG;MULLER;Matthieu;MASCULIN;2;0,26%;0,39%;;6;REC;PERROT;Ronan;MASCULIN;4;0,51%;0,79%;;7;DSV;THOMAS;Marie-Louise;FEMININ;6;0,77%;1,18%;;8;REG;FAVE;Hélène;FEMININ;8;1,03%;1,58%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;21;827;542;65,54%;285;34,46%;516;62,39%;95,20%;26;3,14%;4,80%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;3;0,36%;0,58%;;2;ENS;LE GAC;Didier;MASCULIN;143;17,29%;27,71%;;3;RN;DONVAL;Martine;FEMININ;110;13,30%;21,32%;;4;UG;SMOLARZ;Pierre;MASCULIN;235;28,42%;45,54%;;5;EXG;MULLER;Matthieu;MASCULIN;4;0,48%;0,78%;;6;REC;PERROT;Ronan;MASCULIN;3;0,36%;0,58%;;7;DSV;THOMAS;Marie-Louise;FEMININ;6;0,73%;1,16%;;8;REG;FAVE;Hélène;FEMININ;12;1,45%;2,33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;22;851;542;63,69%;309;36,31%;522;61,34%;96,31%;20;2,35%;3,69%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;6;0,71%;1,15%;;2;ENS;LE GAC;Didier;MASCULIN;88;10,34%;16,86%;;3;RN;DONVAL;Martine;FEMININ;108;12,69%;20,69%;;4;UG;SMOLARZ;Pierre;MASCULIN;289;33,96%;55,36%;;5;EXG;MULLER;Matthieu;MASCULIN;9;1,06%;1,72%;;6;REC;PERROT;Ronan;MASCULIN;4;0,47%;0,77%;;7;DSV;THOMAS;Marie-Louise;FEMININ;7;0,82%;1,34%;;8;REG;FAVE;Hélène;FEMININ;11;1,29%;2,11%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;23;636;412;64,78%;224;35,22%;395;62,11%;95,87%;17;2,67%;4,13%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;2;0,31%;0,51%;;2;ENS;LE GAC;Didier;MASCULIN;59;9,28%;14,94%;;3;RN;DONVAL;Martine;FEMININ;113;17,77%;28,61%;;4;UG;SMOLARZ;Pierre;MASCULIN;197;30,97%;49,87%;;5;EXG;MULLER;Matthieu;MASCULIN;4;0,63%;1,01%;;6;REC;PERROT;Ronan;MASCULIN;5;0,79%;1,27%;;7;DSV;THOMAS;Marie-Louise;FEMININ;5;0,79%;1,27%;;8;REG;FAVE;Hélène;FEMININ;10;1,57%;2,53%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;24;820;571;69,63%;249;30,37%;537;65,49%;94,05%;34;4,15%;5,95%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;3;0,37%;0,56%;;2;ENS;LE GAC;Didier;MASCULIN;138;16,83%;25,70%;;3;RN;DONVAL;Martine;FEMININ;129;15,73%;24,02%;;4;UG;SMOLARZ;Pierre;MASCULIN;230;28,05%;42,83%;;5;EXG;MULLER;Matthieu;MASCULIN;4;0,49%;0,74%;;6;REC;PERROT;Ronan;MASCULIN;3;0,37%;0,56%;;7;DSV;THOMAS;Marie-Louise;FEMININ;7;0,85%;1,30%;;8;REG;FAVE;Hélène;FEMININ;23;2,80%;4,28%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;25;857;570;66,51%;287;33,49%;545;63,59%;95,61%;25;2,92%;4,39%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;6;0,70%;1,10%;;2;ENS;LE GAC;Didier;MASCULIN;121;14,12%;22,20%;;3;RN;DONVAL;Martine;FEMININ;126;14,70%;23,12%;;4;UG;SMOLARZ;Pierre;MASCULIN;252;29,40%;46,24%;;5;EXG;MULLER;Matthieu;MASCULIN;7;0,82%;1,28%;;6;REC;PERROT;Ronan;MASCULIN;5;0,58%;0,92%;;7;DSV;THOMAS;Marie-Louise;FEMININ;6;0,70%;1,10%;;8;REG;FAVE;Hélène;FEMININ;22;2,57%;4,04%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;26;842;496;58,91%;346;41,09%;472;56,06%;95,16%;24;2,85%;4,84%;0;0,00%;0,00%;1;DIV;COLINET;Annie;FEMININ;9;1,07%;1,91%;;2;ENS;LE GAC;Didier;MASCULIN;110;13,06%;23,31%;;3;RN;DONVAL;Martine;FEMININ;132;15,68%;27,97%;;4;UG;SMOLARZ;Pierre;MASCULIN;184;21,85%;38,98%;;5;EXG;MULLER;Matthieu;MASCULIN;6;0,71%;1,27%;;6;REC;PERROT;Ronan;MASCULIN;4;0,48%;0,85%;;7;DSV;THOMAS;Marie-Louise;FEMININ;12;1,43%;2,54%;;8;REG;FAVE;Hélène;FEMININ;15;1,78%;3,18%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;27;843;603;71,53%;240;28,47%;596;70,70%;98,84%;7;0,83%;1,16%;0;0,00%;0,00%;1;ENS;BRÉHIER;Tristan;MASCULIN;131;15,54%;21,98%;;2;ECO;HENRY;Geneviève;FEMININ;9;1,07%;1,51%;;3;DVC;LARSONNEUR;Jean-Charles;MASCULIN;125;14,83%;20,97%;;4;LR;HOUARD;Françoise;FEMININ;23;2,73%;3,86%;;5;REC;ROUSSEAU;Alain;MASCULIN;7;0,83%;1,17%;;6;EXG;HITA;Melvyn;MASCULIN;6;0,71%;1,01%;;7;UG;CADALEN;Pierre-Yves;MASCULIN;193;22,89%;32,38%;;8;RN;KERVELLA;Denis;MASCULIN;99;11,74%;16,61%;;9;EXG;COLLARD;Rémy;MASCULIN;2;0,24%;0,34%;;10;EXD;KOFFI;Martial;MASCULIN;1;0,12%;0,17%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;28;895;638;71,28%;257;28,72%;627;70,06%;98,28%;11;1,23%;1,72%;0;0,00%;0,00%;1;ENS;BRÉHIER;Tristan;MASCULIN;113;12,63%;18,02%;;2;ECO;HENRY;Geneviève;FEMININ;7;0,78%;1,12%;;3;DVC;LARSONNEUR;Jean-Charles;MASCULIN;114;12,74%;18,18%;;4;LR;HOUARD;Françoise;FEMININ;28;3,13%;4,47%;;5;REC;ROUSSEAU;Alain;MASCULIN;4;0,45%;0,64%;;6;EXG;HITA;Melvyn;MASCULIN;4;0,45%;0,64%;;7;UG;CADALEN;Pierre-Yves;MASCULIN;250;27,93%;39,87%;;8;RN;KERVELLA;Denis;MASCULIN;104;11,62%;16,59%;;9;EXG;COLLARD;Rémy;MASCULIN;2;0,22%;0,32%;;10;EXD;KOFFI;Martial;MASCULIN;1;0,11%;0,16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;29;895;657;73,41%;238;26,59%;644;71,96%;98,02%;13;1,45%;1,98%;0;0,00%;0,00%;1;ENS;BRÉHIER;Tristan;MASCULIN;93;10,39%;14,44%;;2;ECO;HENRY;Geneviève;FEMININ;12;1,34%;1,86%;;3;DVC;LARSONNEUR;Jean-Charles;MASCULIN;100;11,17%;15,53%;;4;LR;HOUARD;Françoise;FEMININ;21;2,35%;3,26%;;5;REC;ROUSSEAU;Alain;MASCULIN;5;0,56%;0,78%;;6;EXG;HITA;Melvyn;MASCULIN;2;0,22%;0,31%;;7;UG;CADALEN;Pierre-Yves;MASCULIN;308;34,41%;47,83%;;8;RN;KERVELLA;Denis;MASCULIN;98;10,95%;15,22%;;9;EXG;COLLARD;Rémy;MASCULIN;4;0,45%;0,62%;;10;EXD;KOFFI;Martial;MASCULIN;1;0,11%;0,16%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Finistère;29019;Brest;30;907;676;74,53%;231;25,47%;664;73,21%;98,22%;12;1,32%;1,78%;0;0,00%;0,00%;1;ENS;BRÉHIER;Tristan;MASCULIN;106;11,69%;15,96%;;2;ECO;HENRY;Geneviève;FEMININ;12;1,32%;1,81%;;3;DVC;LARSONNEUR;Jean-Charles;MASCULIN;105;11,58%;15,81%;;4;LR;HOUARD;Françoise;FEMININ;23;2,54%;3,46%;;5;REC;ROUSSEAU;Alain;MASCULIN;3;0,33%;0,45%;;6;EXG;HITA;Melvyn;MASCULIN;0;0,00%;0,00%;;7;UG;CADALEN;Pierre-Yves;MASCULIN;290;31,97%;43,67%;;8;RN;KERVELLA;Denis;MASCULIN;121;13,34%;18,22%;;9;EXG;COLLARD;Rémy;MASCULIN;4;0,44%;0,60%;;10;EXD;KOFFI;Martial;MASCULIN;0;0,00%;0,00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
